"id","aoguid","shortname","offname"
695,"8a3d2578-e666-49f1-ab98-21ce5607344d",ул,Курганская
696,"8a5a0727-5c8b-4207-b602-09b8249a8d9b",ул,Берегового
697,"8ae672e0-3d9d-4f44-b643-2b49935e9bdd",пер,Новогодний
698,"8b31df71-30c5-483c-8bd4-cd928e9c1a29",пер,Доронина
699,"8b472173-0a7a-47f5-ad39-387cbf6187d4",ул,Ключевская
700,"8b98d417-f59b-4c18-813c-ef441a6cedf1",пер,Семёна Шахлина
701,"8bbb7033-c3e9-4ecc-b7bb-01d557e65649",ул,Армизонская
702,"8c14749b-5399-404a-bc98-f0389fe38455",ул,Тимофея Кармацкого
703,"8c36e297-7c20-47ce-a5c4-44d98510f8d1",проезд,Берестяной
704,"8cab4817-d5b0-4c8d-bf51-1d4873e49937",ул,Обдорская
705,"8cc93fe8-8596-4a77-9c4f-fe163b9e341d",ул,Колхозная
706,"8d1c082a-3687-46e5-8d09-b05031283bc6",ул,Тенистая
707,"8db50468-b865-489c-ba85-7b6f27519144",ул,Морская
708,"8dc40c45-586d-4b9a-a203-cf21720a7ee4",ул,Лесопарковая
709,"8dd1fd44-499d-4e58-975e-893bbafbe3b4",ул,Целиноградская
710,"8e2ccea2-a105-492a-a87c-6f4d1a9eae8c",ул,Тупиковая
711,"8e349998-cbbe-4058-a388-cf44d65f5768",ул,Первомайская
712,"8e6e753c-5d90-4df9-ae55-77ea6d962762",проезд,Тихий
713,"8e93f310-5c5f-4cb6-b1c6-313738123d6e",ул,Мысовская
714,"8e95101b-202a-46ac-8b8b-5ce4e294b8fc",ул,Закалужская
715,"8f3c2ee0-3d58-4d38-bfcf-1b9678eb3047",ул,Заполярная
716,"8f62ca14-6283-44de-b8b6-736f2aba564f",проезд,"1-й Теремной"
717,"8f7d156b-ada3-42b9-858d-065feaafe290",ул,Административная
718,"8faf477c-ddfa-49d5-a1fc-131a6c5fa628",ул,Виктора Югринова
719,"8ff8bf4c-316d-44fa-af59-63d118dc2db3",проезд,Ткацкий
720,"901e7661-441d-46e7-8cf6-c146076eb597",ул,Тараскульская
721,"90444209-765d-4fec-935d-a505e2bbe1f5",ул,Каховская
722,"9054f909-e665-4327-9384-18f7cb1a31fe",пер,Войнова
723,"9063c65a-635d-4ddb-9181-cc2b7b213920",ул,Спорта
724,"9074991b-da7b-467a-be3d-d821f8535394",проезд,Николая Архангельского
725,"9080cb15-a1ab-45f8-9773-51005da3397a",ул,Нефтяников
726,"90894876-649d-4f2c-9bd8-558e69412908",ул,Причальная
727,"90e58005-04fc-4f9e-8c31-ccc9729d6add",ул,Перова
728,"910b5dfd-c7b7-4517-90ba-04ef1ff9d32a",ул,Игримская
729,"911778f6-c574-4ba7-b977-899ba75c25e2",ул,Гостевая
730,"911b766d-0113-48ac-921b-868912dbb14c",ул,Революции
731,"911ccd8a-6664-4373-8d4a-1bca5c7cd0c9",ул,Бирюзова
732,"914e65f8-1a73-49ff-9463-13f2259a5780",ул,Большая Заречная
733,"91ab0820-25a7-4e64-bf35-95c2927ed72d",ул,Федерации
734,"91d8ebe8-3805-41c3-b2e5-0b8180ebd272",ул,Верещагина
735,"91f6dd22-93c4-40e4-b9ed-420a3f8a595a",ул,Купеческая
736,"9220d247-1e28-46c1-8f9e-352a8dc3624d",ул,Боткина
737,"923806f8-826e-4d42-b2a9-6aff2fa8215b",ул,Рождественская
738,"927571f3-dfa2-4785-b933-9e76b742d010",тракт,Салаирский 19 км
739,"9280fda9-273d-4ef6-859e-8878103620cd",пер,Поселковый
740,"92826d72-ac7e-40ad-9dbd-5c8356540548",ул,Семёна Шахлина
741,"928a7412-a901-4d8a-8e19-dff53c8efe9e",ул,Островского
742,"92d8334d-52d2-44d6-85d8-10297d75c536",ул,Кутузова
743,"93022bbf-ff62-41ae-b10a-ad8be46cdc31",ул,Петровская
744,"9317d934-1093-4140-bb0e-986840750c94",ул,Ново-Юртовская гавань
745,"93365d98-325c-4150-bcaa-537ef5ac30ac",пер,Марьинский
746,"9363113e-7d9e-4ad0-a06e-f245970b8c47",ул,Венская
747,"93724295-63df-4c07-b216-42b73e56ed7a",ул,Владимира Полякова
748,"93b7b24d-e9de-43d1-b0cc-5074e3b88483",тракт,Салаирский 14 км
749,"93d51dc8-03a8-45ca-a425-e4d89322b073",ул,Посадская
750,"93e5aa10-ac3d-4c7b-9f16-c172b6382fee",ул,Активистов
751,"940231d0-3bb4-4a87-a030-c35e5a72a190",ул,Самотлорская
752,"941f00e7-5a2a-4f07-9442-ddb1c6e0f2ab",проезд,Активистов
753,"945778ca-8b00-4c2d-a78c-4af63189b6c7",ул,Лесопитомник
754,"948ce308-0058-4b08-bd7b-0952d3f55d20",ул,"50 лет Победы"
755,"949b0130-4ff9-4bfb-a0d3-639d34a3bc57",ул,Механизаторов
756,"94a21cc6-adf9-48cb-8d07-653a9836bd1d",ул,Березняковская
757,"94b4d2ae-93ca-43e8-a4ed-af9a9368d3b4",ул,Судоремонтная
758,"94b95321-e302-4654-a398-7ddca9ba5be9",ул,Малиновского
759,"94bda105-2128-4992-afcf-e0e922ece422",проезд,"9 Мая"
760,"9506f9e1-f304-4551-bb9c-b7d19c03e928",ул,Тверская
761,"95501eb8-0f30-4459-a8ae-3e6c749e86dd",пер,Липецкий
762,"95574a1d-8442-43d4-a331-7993dde0b3fd",ул,Радищева
763,"959070c9-15c5-4627-ba96-9de7f22daca5",ул,Владимировская
764,"959ae587-2998-44f5-881f-07b37977d714",ул,Шаимская
765,"95f115c8-a08b-418b-82da-15f5e9dc1802",проезд,Пехотный
766,"95f2288a-2fbd-41cc-b47d-3e7d004c82ab",пер,Березовский
767,"962cf390-1966-49c0-9505-6d1f87850d60",ул,Глинки
768,"96ae1ba9-89c1-47d0-a0e9-95a3d6f0069b",ул,Ивана Крылова
769,"96d12cf2-4d97-491b-8ccd-83df18c6d755",ул,Черемуховая
770,"976eb102-67e3-446c-aad7-b193aa18e7cb",ул,Когалымская
771,"977a5798-b78d-4a48-8d83-4feaa91f1565",тракт,Московский 7 км
772,"978bc783-66d0-4331-b39c-db5f72eea8eb",ул,Озерная
773,"97c438c4-0bcd-4d11-8f61-614aa9057a81",ул,Калиновая
774,"9807b42e-f7bc-4577-b613-c03d266a16a9",пер,Енисейский
775,"98403c94-a489-4bf1-b9f2-73481eb815e3",ул,Трудовая
776,"9857de4d-fb7f-4ed4-9afc-f47c92956d4e",ул,Восточная
777,"9883f48f-f3ae-4ca3-948a-b0af2515673d",ул,Волочаевская
778,"988eeedc-dba6-432a-ab92-3bf933b7f3bf",пер,"3-й Степной"
779,"98db5495-d4d7-4649-b0ee-df93584198b1",ул,Александра Рывтикова
780,"9910cd58-cc06-4809-a8be-f04f7ceb07e3",ул,Одесская
781,"992be24a-c5c2-440b-97c8-bac6472c5ca4",ул,Вадима Бованенко
782,"9933034f-c53b-44be-9bae-7c314fc53a4b",ул,Энергостроителей
783,"996ec7e9-c7c0-4c53-811b-88ad1a5d1e09",тракт,Московский
784,"99754839-5716-4b40-b69c-d73b385ed6b5",проезд,Биатлонный
785,"99ffe273-aa60-4f6a-89ad-90d8f86c8cd8",проезд,"5-й Земской"
786,"9a00d74a-3321-4b61-b7c0-46278f93dc55",ул,Толбухина
787,"9a174df0-8c7d-45c0-910b-660f79284d23",проезд,Стахановцев
788,"9a88df33-edce-4bd3-99c4-192bf8d8db54",ул,Пензенская
789,"9ad71009-124b-4ef1-b5a7-e1ccb511e0c9",проезд,Жасминовый
790,"9b11e418-226c-4d1e-80dc-1abde3bb3610",ул,Золотистая
791,"9b15019b-e741-42c4-b1d7-39ce78d82347",пер,Норильский
792,"9b98ea99-f369-414f-9254-0fccb73b9e10",ул,Анатолия Яковлева
793,"9bcc3b04-f329-4cc6-8db7-4346c170aa23",ул,Пермякова
794,"9bf7363f-f4f9-40db-8223-04cb2814c548",ул,Товарное шоссе
795,"9c0edb17-10a3-4bae-9946-a006d40bfbdb",ул,Воеводы Барятинского
796,"9c2cc221-b102-42a1-8464-7a10adfea6eb",ул,С.Лазо
797,"9c3b83a5-5998-4dda-b33b-950e60df51ba",ул,Здоровья
798,"9ccf8dc4-64e7-440d-a15c-93982ec13ea5",ул,Шиллера
799,"9ce487e8-c4c7-45c2-b941-850845e60647",ул,Луначарского
800,"9cf6b8b3-0d8e-437d-8448-e8273192ee00",ул,Уренгойская
801,"9d4239c3-f791-4478-b267-4316b6d4ce4a",пер,"2-й Новый"
802,"9d6d3d2b-d542-4580-bb4f-62bad6ecb954",ул,Чистые пруды
803,"9d74c129-6ca7-479b-97a8-1be65eb475b7",ул,Елизарова
804,"9da9e20d-8aee-474a-aee6-8d06a99caa71",ул,Приозерная
805,"9db1ecac-8ca2-4095-98f4-aad58a404ffe",ул,Пржевальского
806,"9db3f241-cb42-429f-8286-c61d2d23ac39",ул,Муромская
807,"9dce741d-d7c3-45e2-94aa-d89a871345fd",проезд,Геологоразведчиков
808,"9dd52d11-15f8-4c1f-9c8d-0afdaf7a089b",ул,Ямская
809,"9ebb1792-c77a-4cca-bc1b-fcbbeeb0e779",ул,Новосибирская
810,"9ed937fc-28d2-4bbd-9c54-9d4010ae7928",ул,Зоологическая
811,"9f62f542-2a22-4b47-9eb6-1d2bd7eef34d",ул,Айвазовского
812,"9fa80f6a-6986-46ed-912f-f6d92828d4c8",проезд,Шахматный
813,"9fc2a8ba-e3ff-464f-a525-36b67aba8781",ул,Крымская
814,"9fdf0e1d-f11a-410f-b94c-0b5e4493e12a",ул,Ташкентская
815,"9fee51fb-73c7-4e2e-a97d-0ffb707d54b4",ул,Упоровская
816,a00957bb-df2d-4732-a8ed-f993761bd680,ул,Павлика Морозова
817,a02492a0-474d-48ee-9038-ac220a8ac7b0,ул,Титова
818,a06de20b-6fef-42c9-8474-b6234a863d52,ул,Янтарная
819,a076177b-35b9-431d-b4ac-a23da6c76b25,ул,Сеченова
820,a08e9087-e47d-48cb-bdf5-172243378db8,ул,Правды
821,a0f2f7d8-f983-469f-95dd-8f21a7bcf693,ул,Преображенская
822,a16b9e66-594d-4383-8811-df0bca5b6817,ул,Красный пахарь
823,a20d319b-734c-457f-a19f-e69ba8a5349d,проезд,Корабельный
824,a21733bb-4619-4051-97bd-6d11f2b00ca0,ул,Апрельская
825,a2673e25-00a8-46bb-8f90-a8c3c2730164,ул,Плодопитомник
826,a2befff0-dbd6-446b-9ee7-df7d10ec71a4,ул,Курская
827,a2cb30d3-731d-464a-a81a-9cd48c68c81f,ул,Летняя
828,a2cb4fcb-e68a-41bf-91a9-7c5f234ca4be,ул,Избышева
829,a2ed9686-6584-4073-873c-d9919c1ab7bd,ул,Куйбышева
830,a3b17974-2a40-452e-ad6d-0265de6937ce,ул,Павлова
831,a3bd44b8-b48e-4492-ab1e-69e3c9078559,ул,Сергея Ильюшина
832,a3cd78c5-1bb2-485a-80ff-6870838fa747,тракт,Московский 2 км
833,a3f67b69-8e88-48d8-8182-ae2a6d878d92,ул,Геологов
834,a4011d8c-f1fd-4140-8f76-db17bdd225ed,ул,Газопромысловая
835,a42ca412-6710-4357-9df7-f31580227a66,ул,Михаила Калашникова
836,a44d7248-8884-472a-9f90-3f8e2b35102b,проезд,"8-й Губернский"
837,a4c80d5b-416d-4410-9738-9d3380c24341,ул,Зернистая
838,a5012957-f236-4f63-a374-2f1ab782deab,ул,Волоколамская
839,a51fbd3b-7ed2-448b-ac07-3206ccc609e6,ул,Железнодорожная
840,a5298f25-e151-4c27-8630-c029d316907e,ул,Ивана Быкова
841,a5589227-fa7f-4f0a-8a0a-0780c62245cc,ул,Бориса Житкова
842,a56e70a6-db2c-4adb-a964-829634022bc7,ул,Александра Пушкина
843,a64436eb-acaa-4cd2-8c91-d11a4266b093,ул,Сакко
844,a64ebb0e-7bbc-4375-8854-aa45baae47f3,ул,Локомотивная
845,a677b625-eb4d-4aab-83c3-1a936500eb9b,ул,Зимняя
846,a6b4c248-9dca-42e4-a4fa-09783f7e8ab4,ул,Быковская
847,a6d5c303-0ce1-470c-ba61-6dce0154c966,ул,Марины Цветаевой
848,a6e4efa3-fc3c-466d-ad50-60a94b0a4ca9,проезд,Доронина
849,a76b5e28-4741-4ea0-9fa8-95474e76f3a7,ул,Луговая
850,a7c26e45-dbde-4b19-9ca6-4b2527c92218,ул,Бориса Прудаева
851,a7c99fb6-5018-4401-9389-c03b9e545278,ул,Николая Зелинского
852,a858491b-87ff-45ac-bd4b-fa6786349208,ул,Медовая
853,a8968b2f-fe39-4307-b3d2-3aa97693f580,ул,Якова Точединова
854,a8a17d91-f588-4401-be7d-9b985a6332b4,пер,Бердюжский
855,a8bb7fa5-669e-428c-9c66-9af7fc2ca9aa,ул,Мамина-Сибиряка
856,a8d3aed6-91e1-43cb-98ae-01bfd2494d53,ул,Радужная
857,a8db0f6a-2500-4ac5-ad0a-f5154e9ab135,ул,Кузнецова
858,a9153fec-3225-4a20-92d9-e315d9867877,ул,Чекистов
859,a9369825-9767-4724-bcd3-1bdf717f41af,ул,Чингиза Айтматова
860,a936e78a-580d-4d5b-8679-0d9af3f23c3b,ул,Ноябрьская
861,a949583e-2f93-4e8f-a87d-25fdf968f11d,ул,Белинского
862,a9aa1139-01e6-4806-8acc-a5534560b884,ул,Ивана Словцова
863,aa35f19d-08d5-45a3-a35c-0c98622f4cb3,ул,Братская
864,aac96b4d-ee55-469a-8c71-34a4f312d6a1,ул,Усадебная
865,ab0d3cca-8bc4-4060-8e3c-f533fc0dbea0,пер,Некрасовский
866,ab2118bf-3550-4e3b-9e10-ff1dd88b5fa3,ул,Тюменская
867,ab275f97-e9e7-44b1-8827-2c3b7ec05b5d,пер,"3-й Гагарина"
868,ab29764a-8b02-4639-91cc-49274d198357,ул,Станислава Карнацевича
869,ab5d706e-510e-4915-86f6-f1bbeb185207,ул,Петра Шестакова
870,ab627965-c430-4672-8242-522936736581,пер,Доронина 2-й
871,ab66381a-75e1-40a1-aa98-04d4fe983e3d,ул,Бакинская
872,abcf14c9-5e7d-4812-98f9-9629c3051313,пер,Млечный
873,abdb0221-bfe8-4cf8-9217-0ed40b2f6f10,проезд,"30 лет ВЛКСМ"
874,ac27a6e2-3d3d-4837-901c-4d7916c718bd,ул,Крайняя
875,ac8d3f31-adbe-4238-94c4-fa0879a05ef8,ул,Васильковая
876,ac8e3ec4-f788-48d9-94c7-d74ab9477b2f,проезд,"4-й Престольный"
877,acc5cc1f-25b4-4b8b-8a55-1f606df8ee9a,ул,Пышминская
878,acde4430-0feb-4a2d-91b9-1b8c9317cbb0,проезд,Шаимский
879,acf3a47d-c5b7-44c2-ac94-f7e5d24c06c4,ул,Дальняя
880,ad03aae1-a1cb-430c-82ad-fc7d69ab441d,ул,Абалакская
881,ad564ac6-9607-4144-b63c-8e634a2b4ad4,проезд,Смородиновый
882,ad737f3d-56d0-441d-ac97-b915df56851a,пер,Охотский
883,ada51d3d-eb7f-484c-b83e-396d16c8de4a,ул,Сосновая
884,add7729c-b465-40ad-88a1-e55359fa823f,ул,Каштановая
885,adfd379d-6cd2-48de-acf2-62a3ff3a9cc8,ул,Парада Победы
886,adfd9bd6-e030-46a3-9dde-c95893455158,ул,Александра Звягина
887,ae0c2dae-4ed6-4dc2-9eb2-1e80035185bf,ул,Мельзаводская
888,ae815d54-d0a3-4339-8699-d32843756ea3,ул,Привольная
889,ae83f8b0-3ffe-40d8-a7f8-f175522d90fe,проезд,"5-й Слободской"
890,aec634b9-bf48-4ed7-97a9-7ec68d61bf9d,ул,Лазурная
891,af1bb90f-dea0-477f-a866-1f416de5c2b0,ул,Михаила Яценко
892,af436fb4-f712-46d8-b1ee-a1503cadcd13,ул,Тюльпановая
893,af5df19d-23f1-43fe-b451-6ec401b18a4d,пер,Пекинский
894,af7cfbd3-e7a1-4519-b67c-395c304636e7,ул,"2-я Школьная"
895,af99d6bb-de4b-44e9-8730-04a6e83c7a84,пер,Планетарный
896,b0081bff-7be3-4e29-a958-f34957c67ff7,ул,Урайская
897,b0135dd2-97b3-4b06-8490-e5c14f6d38a6,ул,Ангарская
898,b1123f6d-8966-4d79-a9c7-981a11e50ead,ул,Безноскова
899,b147c573-d672-45ad-be23-75bcd54141ed,пер,Магаданский
900,b14dc731-800d-4cc4-945b-c53ac5724a8a,ул,Жуковского
901,b1cf5be8-6f02-4ea1-af28-1378b3a0a8a9,ул,Вербовая
902,b1d7b497-30b8-4646-ab80-3784a24a088d,ул,Современная
903,b1deb12e-1c8b-45f8-b825-7cd6e578aca8,проезд,"3-й Губернский"
904,b21de4b9-356b-409e-a64e-9d8f5f64f146,ул,Шоссейная
905,b292500b-12c1-4ba5-a3dc-2feeebe1a911,ул,Учхозовская
906,b29a1792-b97c-47d5-9d43-bd2ae59ffece,ул,Целителей
907,b2a35bfd-a6f8-4672-8aa8-fec624b61a69,пер,Литовский
908,b30ffc80-873a-4944-8341-d99d0a9569ee,ул,Ахматовой
909,b328166d-d341-4b2a-8ece-d18e5089d8a2,ул,Суворова
910,b36b50a7-c4af-48fb-988a-ea80efa2d562,пер,Кольцова
911,b3bf1242-b20e-41e5-a17b-cba5758530df,тракт,Велижанский 4 км
912,b3cff21e-933f-4a57-8c3f-c637f0c3bbfd,тракт,Салаирский 10 км
913,b3f13e4a-7083-4ed7-99b0-6209faf24e8d,проезд,Анатолия Щеткова
914,b3f6a335-b64a-4d99-9aa4-697f849192ce,пер,Приисковый
915,b450c6c1-27cd-45f6-b739-313ce0d98745,проезд,Артиллеристов
916,b45b74f5-a345-4558-bfec-820054132850,ул,Новогодняя
917,b468b11a-77a8-43cc-9a06-48ff798e1012,ул,Веселая
918,b4779d47-a43e-405c-8d12-a4cdd80fece0,ул,Валентины Трофимовой
919,b500d6d7-1b6d-410b-abce-ac61fde995b2,ул,Серебристая
920,b52b3067-605b-4462-8557-e6e7e8df2b90,ул,Немцова
921,b5701907-1537-4e52-b93a-d566a47086f7,ул,Республики
922,b57a2c5c-8908-4036-8f25-06eb174f9aa9,ул,Юганская
923,b582fd7b-08d3-4c06-bf36-e510453b03d8,ул,Алтайская
924,b63607fd-55c0-4fd9-9f8d-509aff2754ff,ул,Воровского
925,b65c4779-daac-408c-a114-59f72255b5f2,ул,Губернская
926,b683606e-1a57-4c72-b550-dd09ade27828,ул,Крупской
927,b6b3702c-fd8d-4ae3-84d2-6039306414a7,ул,Угорская
928,b6d931bb-08b9-4d9f-95ef-a6c853de1c05,ул,Воронинская
929,b6fbec78-5d51-4006-8773-b8758ae64919,ул,Рейдовая
930,b71ab33d-e159-493d-80e3-dd6e9df2a5dc,ул,Мельничная
931,b71b6091-f787-494c-80bd-4ff996940c38,ул,Кирова
932,b72034c9-92fe-4c3a-bb4f-8408918d1980,ул,Верхнетарманская
933,b75b9fb5-9f43-4f0f-a10e-5cba32599d84,ул,Промышленная
934,b806bd29-b8cc-4a05-b158-c6e9135b4ca9,ул,Анатолия Клиндюка
935,b86e0caf-1b98-46db-acc6-d0615e16f5a0,ул,Казачьи Луга
936,b8d4592c-244a-4d81-b000-137e1cadf6e1,пер,Коммунальников
937,b956896f-9660-4eec-8ca1-9602b1dfbdae,ул,Арктическая
938,b9b1b905-150d-4446-b50e-6da743a5beb1,ул,Спартака
939,b9c2094b-4a49-4bec-9733-1f3c705175b5,ул,Гагарина
940,ba946f38-fef5-45c5-bd87-e2f093a42218,ул,Жигулевская
941,baadf46a-4841-4613-89df-3b71c9d7bda4,ул,Родниковая
942,baf27520-6739-41a2-97a7-d77e1f0d09bd,ул,Алматинская
943,baf31be5-03a9-4519-98cb-ca749141c4f4,ул,Седова
944,bba40709-2e65-458c-b54d-bd630554390b,ул,Барабинская
945,bbb5b55f-f896-495f-ade8-c33350eb175c,ул,Благовещенская
946,bbf49cc3-bd20-4cf3-bbce-173c2450c9b0,проезд,Осиновый
947,bc171a08-5588-4eff-86b2-91fc7b1bee24,тракт,Велижанский 10 км
948,bc25bc35-c5ce-497e-add2-886f79dc98d7,проезд,"7-й Губернский"
949,bc34be14-3603-4c31-bffa-bba8719a90c9,пер,Банный Лог
950,bc3e3151-006f-48df-9b88-1ff4b28fbb30,ул,"1-я Западная"
951,bc69831e-9d2b-4cfd-b784-746710de4480,ул,Сорокинская
952,bcaab1af-4395-43d8-81c3-1ca325ee087b,ул,Виноградная
953,bd41199b-6dbf-42d0-aea1-6f50f6bdf586,ул,Буровиков
954,bd4624b0-9329-43f6-bb43-476114025888,ул,Предпринимателей
955,bd568e24-e278-4629-822c-146ebfcc2073,ул,Холодильная
956,bd7f3c9b-0467-4c25-9068-9e59f0b40269,ул,Клубничная
957,bd8b2738-0df7-4380-b178-e1c7d7ddbf9f,проезд,"4-й Слободской"
958,bdd0deab-3c5f-4ae5-b5fd-b70c2f9e7df3,ул,Высоковольтная
959,be105874-66f7-4879-b2fc-95ec55a573ab,ул,Умельцев
960,be48a0da-687f-4098-81f9-7261eea8703c,ул,Загородная
961,be6e69b1-7c31-4115-8758-b24f5fa6473d,ул,Юбилейная
962,be87da1d-1366-4522-96c1-5b9748cb53a0,ул,Урицкого
963,beae0e1a-6eec-4e7d-83df-842cace0f499,ул,Федюнинского
964,bf7c3f4a-8336-4d29-8866-c8ef2e536ae2,ул,Ишимская
965,bf940968-25ce-46dd-9939-6ee3de8c5d15,пер,Локомотивный
966,bfb1eab0-c320-4596-a7c4-eb4cb586c8fe,ул,Портовая
967,bfbde884-6ec2-43ad-b2d0-65068a26aa83,ул,Колосистая
968,bfc7cd3a-4862-4ca2-abe0-7edb100067f7,проезд,Сиреневый
969,bfdaa1da-a680-49e2-b76f-e3d7fae5e029,проезд,"1-й Избышевский"
970,c01d1c50-288d-4efa-8c76-50f725163346,ул,Ярковская
971,c0ade608-c9a0-451e-8ff2-04edfd5b890f,ул,"2-я Молодежная"
972,c0bd5a30-4168-4170-a3d1-8a3d8e84018d,ул,Западносибирская
973,c0c8e86b-53cd-4e7c-8387-10b40385f971,пер,Красный
974,c1185a68-a24c-4a4b-8368-866d27d6956f,пер,Пролетарский
975,c12ba061-6873-4a2a-a94e-976ba3f635d2,ул,Оловянникова
976,c159c840-72ca-4186-bdcf-d48863f25214,ул,Березовская
977,c200422a-65d6-4c12-a36f-c07b3f523984,ул,Ударная
978,c20c92b9-d1fc-4229-b8c4-f08b3822582d,ул,Ванцетти
979,c2c585e8-0ff0-457a-a022-2503c6c7b82a,ул,Перестройки
980,c3022949-033f-4cec-82ec-48de7f70ce7c,ул,Заимка-Волга
981,c32c809e-d3fa-4408-875b-b8f88997d277,ул,Александра Матросова
982,c338f4f3-2241-42d5-b393-cb84df581ef1,ул,Пермская
983,c3452ef2-b46f-4506-aca1-f45ed3cdbfa5,ул,Михаила Сперанского
984,c3539fdf-2b88-470e-b867-3cbad7c1f4bb,пер,"6-й Степной"
985,c356ecbc-61af-4851-bc74-6dd2b93a9c3e,ул,"9 Января"
986,c37201fd-b92f-46ec-9cdb-c711fdfd3112,ул,Макарова
987,c3a7e503-e143-40da-9ae4-1d1266223992,проезд,"1-й Престольный"
988,c3ac5e47-f058-4cb7-948d-d13390cf3f54,ул,Севастопольская
989,c3aff3c2-6c1f-4064-8038-a097999590ce,ул,Водопроводная
990,c3d6e65b-5010-44d7-990d-aa48f32a1339,ул,Даниила Гапоненко
991,c4139b23-ad8c-4eec-bc79-ed8b268c476c,пер,Пермский
992,c436f05b-7b14-4bd8-97b7-727e010d35ce,ул,Александра Быстрицкого
993,c45b97d4-ac46-4121-8366-102a9655add1,ул,Шмидта
994,c49d52f1-6c21-4b99-ae45-68e6d806b6bd,проезд,"1-й Слободской"
995,c4a1192f-6570-4288-b4d0-fa92f84d0c88,ул,Клары Цеткин
996,c4a54bb3-e219-4a57-b5bf-f008271d5b59,ул,Небесная
997,c4a78602-65b4-4608-a38c-ab91233341f4,ул,Охотская
998,c4b38197-d3f7-4eee-b550-06bd577d69f3,ул,"2-я Новая"
999,c4f28639-e486-4a7d-bef5-831132243501,ул,Битюкова
1000,c5255957-6510-47cf-a7d2-1363db7c995a,ул,Центральная
1001,c526113e-ad58-4648-b702-d4e061f2d01a,тракт,Старый Тобольский 9 км
1002,c5c38ad4-5136-4b64-9c14-aa09528e8efb,ул,Динаровская
1003,c5d6c2a1-be2d-43f0-b531-656956c10443,ул,Планерная
1004,c64fd4d8-719e-4b96-a099-2378f542c29b,ул,Таврическая
1005,c666b004-73de-45aa-b425-882d2f728521,ул,Паровозная
1006,c6e71e68-a3cd-4ebc-bdab-2d8c57fc5e79,ул,Цимлянская 2-я
1007,c7217de6-4be0-4b73-a2ac-42ed7f5ac5c4,ул,Читинская
1008,c7599100-ea40-4873-b94d-87a5a9ee8d17,ул,Престольная
1009,c76c24cf-5834-464f-a1d2-5555305f344c,ул,Моховая
1010,c7f0581d-18bc-47ab-bd3b-6f0d297fd58f,ул,Дачная
1011,c8038059-9035-4973-9715-a7080859f981,ул,Степана Халтурина
1012,c80b81c0-48ed-4804-8028-a631d1cbdee7,ул,Есенина
1013,c83c80af-abab-49be-b2ce-0b265628ccf9,проезд,Десантников
1014,c8712232-2e86-4439-a336-3966cc733ddd,пер,Лесной
1015,c88c83c4-a824-46d0-8b89-0a334f298c42,ул,Достоевского
1016,c8cb440b-8419-40a5-a6d1-f5edcd543b78,ул,"8 Августа"
1017,c905b7e5-38a2-4e49-b6d8-03b211ba7df3,ул,Надежды
1018,c90e00e8-d60e-4584-b911-be76f7544d7e,ул,Роз
1019,c91055b7-da8a-466e-a4ac-fcf8491eba71,ул,Тепличная
1020,c9ae258e-a85f-4da1-acc5-0d382f2d3fed,ул,Белорусская
1021,c9ed1a52-0ece-4f1a-8388-b6b4105dc454,ул,Виктора Арсентьева
1022,c9fb7b55-c57d-4dc3-9877-8ce68521ce88,ул,Подольская
1023,cab2b44b-0e92-497c-b4e4-80938755b689,ул,Станиславского
1024,cb1e21fb-ab2a-4251-800e-df11b6eb330b,пер,Доронина 3-й
1025,cb2e0da9-7ad1-4d5f-92a2-9939f9cdf3d2,тракт,Старый Тобольский 1 км
1026,cb91a62b-7d72-4692-a2f8-552f93ff37e6,ул,Губкина
1027,cc32ea79-580d-4a47-a989-809c1e1ad1c3,ул,Алексея Максунова
1028,cc4f1ff3-0a1d-47b8-94a1-f66ccce6c598,ул,Липовая
1029,ccafea88-da16-4285-b5cb-416b7509fcfe,ул,Циолковского
1030,ccde322a-1b45-49c8-a8ea-0fdfc90737dd,ул,Пятницкая
1031,cd7147bd-764d-4661-a54c-7419d7c22b23,ул,Дружбы
1032,cd760d1b-3533-4bb7-8437-88c034542b78,пер,Саратовский
1033,cdc22d70-0244-436f-9d60-7fe6fc8f8bda,ул,Утренняя
1034,cdca42e9-c3e3-4a9d-86dc-7c356f8a79c5,ул,Молодая
1035,cde0ed03-64ee-498f-84ba-6b8334dd312f,ул,Барнаульская
1036,cdeeaf56-7e07-472d-813b-4d0489fb0b75,пер,Мысовский
1037,cdf78475-7629-415e-be4a-ec40f0cf46d9,ул,Муллы-Нур Вахитова
1038,cdfc1edb-3f21-455d-a02b-4881a82fe624,ул,Тухачевского
1039,cf45a647-8057-4305-9d53-5809f8b4f282,ул,Карбышева
1040,cf494d4a-51e7-43a6-80dc-13c2c47da1a6,ул,Жданова
1041,d004039b-0014-4081-8cb4-4c5ddd75bd1f,проезд,"2-й Теремной"
1042,d00e2880-bec4-4431-b199-ce6093015ef9,ул,Мусы Джалиля
1043,d0451221-7d11-43ea-8776-c19236b6f65a,проезд,"2-й Посадский"
1044,d06efe31-ee1a-4f64-af65-3fd815bd1d7a,ул,Ветеранов труда
1045,d08114ca-9c08-401d-b348-0624796e34f3,ул,Чкалова
1046,d083d0c8-afa6-471e-88d6-b58296a90a4d,ул,Красных Зорь
1047,d0864d1f-e08f-4b3a-b042-1ca133e84295,ул,Волгоградская
