"id","aoguid","shortname","offname"
347,"41891e74-f597-4656-8c44-d51b77419e1a",ул,Подгорная
348,"41da94ac-6ca0-41ff-8899-050fa4269454",пер,Магнитогорский
349,"420ed078-d4e8-44f3-8196-a3306fc0408d",ул,Гвардейская
350,"431d4667-c80e-4e11-b085-33281edb0a79",ул,Уральская
351,"435bb03b-b7f4-41b1-9ce3-579c080b51c8",ул,Червишевский тракт
352,"43a0ad45-7025-459f-90e4-a0a0b5e7834a",пер,"2-й Степной"
353,"43b0e2d3-799d-4950-9368-db2d64d6c7db",тракт,Тобольский 21 км
354,"43fd6bef-c89d-426b-8ddc-c04bde1feb3e",ул,Лунева
355,"445e854c-2a94-4c30-a34d-0f8f8e6d9b70",ул,Мало-Загородная
356,"44902aa3-2e2c-4de2-b7e5-98f0a05fb65a",ул,Новорощинская
357,"44910a22-c1a1-439d-aee4-3620a2bb1e70",пер,Березовый
358,"44b43819-5575-49a5-af2e-69a818931c09",пер,Игарский
359,"44dc99a5-dddd-4edf-b909-4f4d0065c78b",ул,Водников
360,"4533ec44-bbca-4f8d-89cf-c200f5bd7f53",ул,Советская
361,"454dfaa4-4cfd-46f9-9202-a8ae6c1b8f2d",ул,Черниговская
362,"45578d42-d0b2-4cbe-aa4a-78c4515e12aa",ул,Безымянная
363,"459d1fa1-67b4-441b-8e64-98a35ac44333",ул,Бориса Быстрых
364,"45b1c965-4705-45b2-95a3-437c41188f99",ул,Октябрьская
365,"461e8f19-2128-4ed8-b9b1-f688f74468ae",ул,Саратовская
366,"46ea1021-1444-47b2-90b3-2044db8c0453",ул,Василия Малкова
367,"4733bae3-85b6-46b5-9f79-614e1943c0e6",ул,Василия Борисова
368,"47378090-48c8-4b78-95bc-e36bd0159286",проезд,Стрелковый
369,"473bc1ed-5507-42cf-b4e9-49141c4580c5",ул,Владимира Минеева
370,"4769d240-4a96-4e38-81e6-603d48d79d33",ул,Ново-Юртовская
371,"47cd36bd-da14-4363-b9c4-2b270f066aaa",ул,Моторостроителей
372,"47d86d81-8852-4553-bc08-c0e70150b4cf",ул,Зеленая
373,"484c42df-3e9e-47ee-9e6a-c77a313b8ed9",ул,Хохрякова
374,"48e6806a-545e-427b-8ca6-bb2dd5f4b7af",пер,Свободы
375,"48ec717a-5518-445a-9cba-195e701947b6",ул,Снежная
376,"4942c611-e51e-4b61-94c5-bc5a3a2c0cf7",ул,Камская
377,"49794441-6bd8-45b6-8656-d1667117e6aa",тракт,Велижанский 10 км
378,"49ffae70-e197-41cb-a04c-ee04663d5c91",ул,Михаила Колесова
379,"4ab389bd-9812-4ce2-a186-403d2b939fd8",ул,Счастливая
380,"4abfe8d7-245f-48a6-93da-d8a30c3ec228",ул,Цветочная
381,"4ac08139-c33a-454c-ba89-d5fbf6566f45",ул,Анатолия Секисова
382,"4af56d43-1f6c-4975-a14f-66c4a18ff683",тракт,Велижанский 18 км
383,"4b0d07ba-7341-4685-99ea-6a1a8b9ffa57",ул,Парковая
384,"4b1063c4-ea09-49d3-b431-62ad01f9309d",пер,"5-й Гостевой"
385,"4b67c504-d89b-4eed-962a-0523371c2305",проезд,Европейский
386,"4b89289a-feb9-416c-8c09-d970f9abc2b4",ул,Балакирева
387,"4b919f60-7f5d-4b9e-99af-a7a02d344767",ул,Ленина
388,"4c03b2c0-b81e-49b0-9281-aa1fe8a88299",ул,Вологодская
389,"4c12d8dc-e474-4d01-970f-77928aa5722a",пер,Буревестника
390,"4c14362e-c5e6-486e-ae39-76a61b5e9434",ул,Сибирская
391,"4c363ea8-baf4-41ab-8902-52c60bd9e100",ул,Академика Сахарова
392,"4c6e0406-4801-4c46-bfbf-34722914e565",ул,Романа Филипова
393,"4c71bf3a-821e-484c-b696-f2cc7898c84d",ул,Павла Шарова
394,"4c797088-e317-4e29-ad76-ced3cb01af9f",ул,Хохлова
395,"4c83ed9d-20c2-41d0-9947-96cf4dc745a1",ул,Вокзальная
396,"4ce40deb-55c6-42dc-a15e-8f72f1ad2231",ул,"2-я Западная"
397,"4d35a0e4-3f31-4628-ba9b-c649a01e4115",ул,Виктора Тимофеева
398,"4d4aeeda-2716-439d-a665-4720674eb46d",проезд,Новостроек
399,"4d730634-17d4-4b21-a8e3-9f926afd0c06",проезд,Веселый
400,"4db0f482-4c80-4955-9d34-fce8851a31f4",ул,Привокзальная
401,"4e205e64-c77c-4b41-bf54-5d310b5ebebb",проезд,Чемпионский
402,"4e2b2009-3a12-4bfe-8e75-cb84ef0e6ad6",ул,Фрунзе
403,"4e2ff362-31a7-412f-95aa-faf5bb44879c",ул,Константина Посьета
404,"4e6fa2e1-5dc9-4c39-a369-f3af899770b5",ул,Пражская
405,"4e7bba13-60d4-48d1-9890-c520af72793a",пер,Пляжный
406,"4e8d6869-030a-4f97-86ba-f4bfaa2657f9",ул,Пожарского
407,"4e94082b-4048-4428-b81c-ebeca70a2afb",пер,Школьный
408,"4ea847f6-c141-422d-8211-2dfe56eafa17",ул,Элеваторный Взвоз
409,"4eebc912-34a5-478d-ae40-6ad9097380d2",пер,Парниковый
410,"4f111cb5-60e2-445f-936c-65f4ae8430a4",пер,"4-й Степной"
411,"4f3b7449-d8ac-4a5f-aa27-91ecf1263cf8",ул,Деповская
412,"4fa2c700-e0c4-435a-921b-8cda5571df12",ул,Беловежская
413,"4faae46c-532e-4737-8e29-24e9c396e237",ул,Калужская
414,"50521b86-e9c9-453e-babf-e646bb514ff4",ул,Шеленкова
415,"507cc384-8d93-42b3-b9b1-d86bf571808b",ул,Баррикадная
416,"5082d0d1-db75-46c5-9b7d-6d2e6d26a2bc",ул,Станционная
417,"509df135-a70a-452e-8bfc-34c8f74a3f42",ул,Костромская
418,"50e67c53-687d-4e91-a623-50d8fefd7bdf",ул,В.С.Высоцкого
419,"50ebf0aa-812a-49cb-96c2-1d5e32fcf8f3",проезд,Алуштинский
420,"511f5dcf-1b48-47fa-87a2-840b8816777d",проезд,Ялтинский
421,"514463d6-0be1-45d5-b1f1-f66e5e7e5fc0",ул,Булата Сулейманова
422,"51555e89-97bf-4dd3-98e7-915b2f3a89ed",пер,Башкирский
423,"517eb960-ddee-4b41-883e-e296d2902649",ул,Марины Расковой
424,"519e68f5-b42a-48c6-8a51-0aab38cbd120",ул,Гилевская роща
425,"51bcfa38-a1b6-4d65-b7d3-9d094c752fa7",тракт,Велижанский 14 км
426,"51c7153a-661f-4137-82dc-40b00ddb1cb2",ул,Еловая
427,"51f41c71-2fcd-405a-938b-06fc1e633c57",проезд,"6-й Слободской"
428,"520625b0-5221-4321-838a-abe0dbd00a20",ул,Электросетей
429,"5268d2f1-2684-4d97-a22a-e5c4357779da",ул,Сенная площадь
430,"528cfc33-42c3-4684-9276-49c3b6d94cfa",ул,Чехова
431,"52b23413-04ad-4e5f-95b5-404475712421",пер,Лобачевского
432,"5312a9c1-51da-4e22-93dd-3d29ed0b3440",ул,Яблоневая
433,"5338d42e-755e-423f-bcb2-cb4a0c5e13d8",пер,"4-й Гагарина"
434,"53434d01-6586-47d3-a8f0-b5c9d7aa21b0",ул,"2-я Сахалинская"
435,"5426f5b1-cc6c-4dbc-a34f-45a698fd9065",ул,Совхозная
436,"545b6c98-dac2-4d27-b7a9-7f9cab1267e2",ул,Трактовая
437,"548588c6-8d03-4af6-82f1-8b2b826111a8",пер,Советский
438,"54b4b3a9-c311-45a0-8953-5d37b5adff34",ул,Сургутская
439,"54d807fa-9d03-4935-b832-b782fba5db2e",ул,Рабочая
440,"54f1dc2b-026d-4400-af70-e8a71a4da322",пер,"3-й Гостевой"
441,"54fb9c7f-56fb-45d5-949c-268add1122aa",ул,Александра Федоровича
442,"550aa479-a7ba-4005-9882-ae2dbe4de003",пер,Хуторской
443,"5564cad1-6348-4725-a906-907dbf9c7348",ул,Июльская
444,"556f9eff-dd99-473a-b0b3-4ffe938da557",пер,Продольный
445,"55bc3abb-0fe5-4760-94c7-9fe90062ec1a",ул,Надымская
446,"5621b674-cd93-4797-8844-d410cd038704",ул,"2-я Северная"
447,"562e5101-a568-414f-a65e-b99202fe8e8c",проезд,"4-й Посадский"
448,"57501a97-381b-4f79-96b8-01a344bd969b",ул,Пихтовая
449,"57c6d151-f027-469a-9179-129ce4911ce7",пер,"2-й Гагарина"
450,"57dd1704-ef65-4251-9d41-b8a3ae461425",ул,Сиреневая
451,"57f7a796-17a4-4277-8f44-52ee4cb948ca",ул,Кемеровская
452,"57fb92d9-e7ef-4b42-a70d-61a320e8d158",проезд,Плодовый
453,"580319cf-d274-4122-b3ed-d8a09510c874",ул,Потемкина
454,"5818ae90-f1a4-4fc2-b7a8-1705027a7d52",ул,Лесобазовская
455,"583ce635-e01a-443e-86b8-f20c6337fbd5",проезд,Фруктовый
456,"589ddae6-7a31-4b9e-a918-bb5321072b83",ул,Газодобытчиков
457,"58af851c-6598-4672-b32b-c2044058858f",ул,Производственная
458,"58dc1d2b-1dfc-403e-8498-4d983050e9dd",ул,Свободы
459,"59098383-0860-48e2-97bc-f1fbe4f052b0",ул,Таборная
460,"597d1b4e-0b06-4dd1-93d0-7b08cb85ce18",ул,Лангепасская
461,"59b5b16a-3af7-40a6-afe4-7045e15f4589",ул,Ю.-Р.Г.Эрвье
462,"5a0b83e7-7578-4641-a0ab-3570f2c3bade",ул,Калининская
463,"5a0da9f5-6336-47c7-b48f-83b447f7f73b",ул,Ясная
464,"5a0df61f-4758-4b8d-9d60-2991e212acf3",ул,"2-я Рассветная"
465,"5a174b98-a1d5-469d-be76-f55aed1bbf69",ул,Зодчих
466,"5a461e2d-bea2-4428-bcce-fb07355b3b47",тракт,Старый Тобольский 8 км
467,"5a551b11-daa0-4ced-a03e-3eaaceb09560",ул,Лизы Чайкиной
468,"5a77e900-9235-4c44-baeb-e2543a58ff96",ул,Зеркальная
469,"5ac2634d-11a4-47fd-901d-d16128722db1",пер,Тимофея Чаркова
470,"5ac60e49-41a2-49b4-9248-490c8d88ade2",проезд,"5-й Губернский"
471,"5ada1b09-c20c-449f-bf1c-611ec38c1629",ул,Спасская
472,"5adb3f31-2047-4709-8251-e51cb4109f13",ул,Логовая
473,"5b42cd87-7efb-4c8d-8b38-120c68e654f4",ул,Рабфаковская
474,"5b5ed6c5-e1a6-4062-89c3-63396e474889",ул,Демократическая
475,"5b624439-501e-40cc-a4aa-1f0c905ba9b7",ул,Коммунаров
476,"5bcc579b-40fb-453c-8382-062021ddaa42",ул,Камчатская
477,"5c1fcf35-e120-4c4d-980f-e80f3f512be8",пер,Авангардный
478,"5c241fdd-4ae9-4ef0-8796-46032f6133d4",ул,Слободская
479,"5c291953-dd37-448b-87d9-3bef294a9a56",ул,Пожарных и спасателей
480,"5c85fb26-38db-4f4e-b8b8-3e9a1a5115f3",ул,Домостроителей
481,"5ca6f238-897d-45fe-b3a2-a7863cf839cf",ул,Гоголя
482,"5cacf983-bb4a-49ff-b5a4-e80b3284c5a1",пер,Цветочный
483,"5cba18ee-be9d-4467-a8d3-ca9779d01fc3",ул,Сахалинская
484,"5cf5e9af-89e8-497d-9af5-01630ca2f0d8",ул,Розы Люксембург
485,"5d476cfb-c3e8-4be6-a760-851937427242",ул,Герцена
486,"5d6f1718-6df8-41f4-ad8f-51cd1009e540",ул,Физкультурная
487,"5e158ccf-864c-418d-a2e6-a48d67efe8a0",пер,Дорожный
488,"5e338afc-6519-4c95-853a-9d2758a1d437",проезд,"4-й Губернский"
489,"5e4d468c-8c0c-4cae-be7c-e33b737eed77",ул,Николая Егорова
490,"5e5ea42f-8faa-4294-812c-c8551e71a1cf",ул,Ломоносова
491,"5e65cc3b-bb4b-4206-be22-61c012e92c2e",ул,Литейщиков
492,"5ef7151e-f039-45d2-ad77-a76287769a63",ул,Хусаинова
493,"5f071b55-755c-4b0e-9cb3-5ca912ae2170",ул,Сенная
494,"5f43d885-5ac3-4c49-ac57-d05ceb956335",ул,Молодежная
495,"6036e933-406e-4271-b56d-6ed4ea4f5dce",ул,Горная
496,"6062933b-beaf-411c-a115-98d022eff4be",пер,Мангазейский
497,"60648ade-aa12-4d23-b0c5-30df42dd5393",ул,Алябьева
498,"609223a5-cf5e-464c-a316-355fee4e0fdd",ул,Нарядная
499,"60a0beb7-0ddd-49a3-8c99-611e0b10e453",ул,Юрия Южакова
500,"60d72e8f-3bdf-4a9e-b69f-914122b4c79f",ул,Рябиновая
501,"6115b822-d861-4ce6-a790-e9b05d591b0b",ул,Пирогова
502,"61c95a41-7868-4626-9de8-7053225173b4",ул,Демьяна Бедного
503,"61f7a54d-d77d-45f0-8f7e-c3efb5f6e8de",тракт,Салаирский 22 км
504,"6205a955-14f4-4149-a74a-08fe667bd98a",ул,Семёна Урусова
505,"621bef97-8579-491e-b5ec-a35ed7c40395",ул,Евгения Войнова
506,"621c6c3e-c9cd-4fb2-975e-a2d892c2ea79",ул,Энергетиков
507,"6245eda1-fa2f-45c2-9239-ae88e69ff4ca",ул,Капитана Плахина
508,"62a13ea2-2c33-4702-b08a-a58d8d649c07",ул,Каскаринская
509,"62e739c8-e0e8-488d-9da9-4f15de7e2d45",ул,Парниковая
510,"6337749d-5b4a-4749-9d51-74d98c008f7c",ул,"3-я Новая"
511,"633c7eca-b2d0-4e6c-8239-8958ba8b33f9",проезд,Курганский
512,"63549af5-4750-429a-a403-c1c4fd7f4e2b",ул,Феликса Аржанова
513,"63783c98-ac8c-4aa1-a70b-be917318c60c",ул,Раздольная
514,"63eb56ed-68d6-4573-9cf4-e1f3188c30a7",ул,Ямальская
515,"63feed04-a210-4ac4-95c8-b8822262346d",ул,Мирная
516,"646a06a0-cb67-4942-99c6-61285a96ef41",ул,Сосьвинская
517,"647b9266-25c0-4e7d-b1aa-32697de602ef",ул,Николая Глотова
518,"64a811f5-0e58-4f1f-ba3b-d942d0c1f45e",ул,Панфиловцев
519,"64fd36a0-1e85-4c7d-be2f-ee58bab0d1fa",ул,Мастеров
520,"65026297-42f5-45ba-8732-e2f1465d183e",ул,Ракетная
521,"65841a4e-c299-4212-ad8e-5f2fa9365011",ул,Ленинградская
522,"658f90c7-e379-4d5a-8eca-d9a36d13d543",ул,Большевиков
523,"65fae077-0239-44f4-aa45-b448f6dd85b1",ул,Донская
524,"6679b8f4-16eb-4758-bc20-51d7b9f8e8dd",ул,Гилевская
525,"667a19eb-08df-428f-b2b3-4d05a32478f6",ул,Малыгина
526,"66a9b2e4-ac7a-4911-a32d-b267734c4d4b",пер,Антипинский
527,"66d7ff65-a7da-419f-989e-af701a76628b",ул,Чайковского
528,"66dce07d-863d-4965-bc80-fc249d380bb8",проезд,Футбольный
529,"67b968df-2eae-41b2-b5de-63afc9ebc9f0",ул,Мичурина
530,"67c3ff74-7da9-4900-a76c-ac10c51a2b23",ул,Чимеевская
531,"67faa4dc-4f05-4dfd-a51b-e21aaa745fa4",ул,Папанинцев
532,"6809b964-754f-4b3d-b1aa-78de21ccc514",проезд,Спринтерский
533,"68233b82-5c5d-410a-b9bb-b0176c74ee86",ул,Новопортовская
534,"683c7f84-e2f4-47d2-ab4c-aee8d3960ba7",ул,Горпищекомбинатовская
535,"68efcbce-2616-4b79-8038-f5f3cf1f3417",ул,Чусовская
536,"68f56980-cf7a-4c3a-aac0-b2095c1d44c3",ул,Республиканец
537,"692f6cd3-d78e-4430-b878-451e4151889b",ул,Элеваторная
538,"693b44ab-6b45-4a5d-ba71-9f62315e2cff",ул,Буденного
539,"69400f25-2f55-4569-a378-e881fb2bd22c",пер,Лобкова
540,"6962ac6f-102b-444b-9107-e56fa814c633",проезд,"5-й Посадский"
541,"69b8220e-a42d-4fec-a346-1df56370c363",ул,Лунная
542,"69c9c945-f583-4067-95e0-0aab2b67f288",ул,Соловьиная
543,"69d4bdc0-0bfc-4aeb-938e-5499abb1ac44",ул,Мансийская
544,"69e43e04-35de-4e47-b1fb-82f926879020",ул,"5-я Западная"
545,"6a08622d-1201-4e88-93b9-ae11f2a7bc10",ул,Кондинская
546,"6a5cf9fe-f435-410e-9b06-565d5d2b0d76",ул,Карельская
547,"6aa3cb8e-26a0-405c-a606-3c6e76f6d82b",ул,Базинская
548,"6aefa08c-2dae-476d-b11c-13264f87eae7",ул,Школьная
549,"6af92603-d7f4-4d4a-b5b2-916825f710b1",ул,Высотная
550,"6afaad72-4adf-47fb-a91c-bd0b2f9ffe39",ул,Яровская
551,"6b12d452-cd22-46fe-9dc8-211e99b7c321",ул,Фанерная
552,"6b27d0c8-f13e-40ef-9723-3ad487f15eb5",ул,Возрождения
553,"6b2d3e7c-ed82-4d88-9181-e5dcd6447eca",ул,Начальная
554,"6b333bdf-b887-4bf2-9656-59c57e4f9f5b",ул,Утешевская
555,"6b452357-df4e-4e0e-8128-233fda9be068",ул,Земляничная
556,"6b82f651-e257-449c-abe4-7d1aa2fe33de",ул,Народная
557,"6bcd6c99-cfe5-4a37-90ea-a8d5e17aab10",ул,Рационализаторов
558,"6bf73bd6-2585-4600-baf2-6125d72314fd",ул,Кедровая
559,"6c055023-a30e-48e3-9b9b-6a86cd29c043",ул,Будущего
560,"6c22debd-3a9c-4bc7-b85a-7878ef554324",ул,Луганская
561,"6c75cd73-cbcd-48e2-b191-c8410044045e",ул,"3-я Северная"
562,"6c8b940b-8f88-4a93-872d-80b649ae0819",ул,Ковалева
563,"6cd417d5-ce63-4af6-93d0-acce3323d2cc",ул,Планёрная
564,"6ce4f31e-2f77-427a-8a50-5c2175ba0cc0",ул,Николая Федорова
565,"6d0bd136-5344-4ef5-879e-066bfa388d18",ул,Антипинская
566,"6d8c7ac9-0d69-4953-81d4-9cd96f0a0261",ул,Коммунальников
567,"6da4e3fb-9d7a-479f-b2f6-82cf6d68b7fc",ул,Вагайская
568,"6db1c23b-eac3-4f8a-abc4-6e9be2eb3443",ул,Новоуральская
569,"6dc42a34-9a77-4493-ae27-665aa912eeef",ул,Малый Арбат
570,"6dc9f4e8-b172-4b55-a0c9-97422c31976d",ул,Звездная
571,"6dca5b07-546d-4777-b0a2-cbf0f38ccc42",ул,Троицкая
572,"6de827ee-198c-44a5-8a92-254f9cbfac06",ул,Петра Потапова
573,"6e729a58-f646-46f2-9a54-4bba8c1ffdaf",ул,Магнитогорская
574,"6ea83d3b-b79b-4d45-acf3-559eef69337b",пер,Грунтовый
575,"6eb7aa13-b6e1-4717-9873-4e0430569d8e",ул,Союзная
576,"6ec2bb1e-45e7-4132-953d-d4d75d3fbbc0",ул,Ненецкая
577,"6ed463cd-c9c8-4855-adc3-8eb5403f7667",ул,Красногвардейская
578,"6f361324-09f5-40e3-a09a-f81374aac3e6",пер,Целинников
579,"6f635844-9e09-4de8-b022-3d98e03c77a2",ул,Василия Подшибякина
580,"6fb1f612-c129-44a1-9a59-a5ffb58f698f",ул,Космическая
581,"70087636-c0ad-489e-891f-068a9ff9dac4",ул,Мехколонна-55
582,"701ff3b6-f6a4-4df6-9fea-a4cce6ff8e4b",ул,Рязанская
583,"7022dca1-8fec-4903-8130-eacda938d4d9",пер,"1-й Гостевой"
584,"70bfc267-5a95-4ce0-884a-7dfd70c1512c",пер,Кольский
585,"717d6ad1-2dc5-4b5a-a6b7-1931f5174ad0",ул,Туманная
586,"71a0eef8-ff84-42eb-ab43-72672a4d6878",ул,Бунина
587,"71dcda12-4cbd-435d-9647-08c8bff7d288",пер,"3-й Северный"
588,"72417d81-52e2-489b-92e2-0efab300bdb8",ул,Сезонная
589,"7302d17f-2237-4286-a567-d6535d4757e0",ул,Мартовская 2-я
590,"731381d5-30fd-42bc-aa62-8d7bd23f76dc",ул,Тобольская
591,"732dc5b5-39bf-4f14-8de0-d359aad7c575",ул,Александра Протозанова
592,"733b00f2-ac9a-4d30-b8a8-0cce7d4b02ea",ул,Тихих Зорь
593,"7367ec48-c1b9-4fae-bf14-3989d1a8c813",ул,Уватская
594,"73b340ce-1ccb-4271-974f-c0a0503eb8c8",пер,Павлова
595,"741c5bd5-2c8b-458f-9a8b-6221a4a2da4c",ул,Маршала Захарова
596,"74265657-7ac6-4ff6-9745-debe9b862694",ул,Чапаева
597,"747f6632-4509-437a-99ce-bde779387842",ул,Марии Цукановой
598,"748d2d6b-5f8b-4bc0-8a55-42fc79005ef2",тракт,Старый Тобольский 6 км
599,"748ddf18-b2de-4336-bb23-617beff4d9fe",пер,Юности
600,"74a06cc2-5526-4615-bba5-fe23ff029f57",ул,Сурикова
601,"74fe992d-2f32-4c6d-a955-bc12050a0a55",ул,"1-я Школьная"
602,"752e936a-582c-404d-ba6a-0c2abf6d176a",ул,Льва Толстого
603,"75ac7d9c-2057-490e-bb0a-b8cb4a134a7c",ул,Заповедная
604,"7620515a-1039-4243-b371-a3df55288bde",ул,Курортная
605,"76506836-360d-48c9-a8f0-7f6de6b68ff5",ул,Бастрыгина
606,"76831129-d2e7-48f5-923a-f9a6f6e002ed",ул,Сказочная
607,"76a7b50a-ab8f-4aae-8016-bba664dce1c2",ул,Аграрная
608,"76b27572-a258-4540-b1ae-b7934f16599e",проезд,"3-й Теремной"
609,"76b4962a-cd06-40d9-8777-0e0da11520af",ул,Марьинская
610,"76dde192-7ea1-4ca8-9510-eed8cc642b2a",проезд,Сочинский
611,"76ec1f58-ab75-4293-a1b4-1b91cc4df021",ул,Беляева
612,"7721e070-328b-4d5d-949d-39a378232fef",проезд,Кипарисовый
613,"772e7c2f-1e5e-419f-adb3-15d810c17715",ул,Маргариты Угрюмовой
614,"7821bbd6-7183-4a82-8112-f0c16e839792",ул,Андреевская
615,"7858f319-0ba0-465c-9958-e224ef2c5214",ул,Короленко
616,"786385a2-ceb4-4248-a121-367711a21319",ул,Ботаническая
617,"789b40d4-6df7-4d50-9501-167aef247c3b",ул,Каширская
618,"78c528cb-d144-4b76-89fc-5658098b5460",ул,Рыбалко
619,"78c62425-8252-45b0-9d57-42aa00a065e0",ул,Мегионская
620,"78cb2f7d-6571-4db7-8b12-e55783333286",пер,Черепанова
621,"79151213-443d-4be1-91fc-c14b7f106dff",ул,Заводоуковская
622,"793474ea-ca68-45bf-86ea-23d17b7ed852",проезд,Ледниковый
623,"796d6dad-653a-4341-be34-89d4353e9746",ул,Трубная
624,"7996ab58-7a01-49af-88a4-5ba65ea5c535",ул,Земляных
625,"79c1e7c2-65fc-4e4b-a205-493d29e0f2b0",ул,Фридриха Энгельса
626,"79d5585a-e65f-468b-a42b-9cf49f482729",тракт,Старый Тобольский 4 км
627,"7a25183c-01b2-411b-9c45-272df6901fcc",тракт,Старый Тобольский 2 км
628,"7a779319-c417-4473-b11e-b8e1f401c4a1",тракт,Салаирский 15 км
629,"7a85813f-bf50-412c-9093-32db6d6536f4",тракт,Салаирский 8 км
630,"7aa4d96c-405e-43c5-9b6b-93cee36945a0",ул,Таежная
631,"7ae24c59-2a83-4145-bdf4-4d719a3b6cd3",ул,Королева
632,"7b167c67-b614-4668-a761-52619a439f7a",проезд,"1-й Посадский"
633,"7b287225-58c0-41d1-a32f-fd8edb517faa",ул,Зеленый Лог
634,"7bbbdae4-dad8-4edb-a217-5b3c6950f797",проезд,"2-й Губернский"
635,"7bd3dc02-b96a-4c05-aa93-f6ff2af34f79",ул,Комаровская
636,"7be53806-05c9-4090-870e-1a456101df82",ул,Лесная
637,"7c8553f5-7a89-4c21-8d3e-9bd8ca16e08f",ул,Иркутская
638,"7c9f00f4-c6be-495a-8995-98962dc6e343",тракт,Тобольский
639,"7cccd088-ecf1-45a9-8db2-7e06771a3f79",ул,"1-я Рассветная"
640,"7d51f20b-cb75-4d0d-b632-5670d6689b33",ул,Красина
641,"7d71b94f-3240-41b4-a9b4-10bb127594ea",ул,Рабочей Молодежи
642,"7dba5a82-8d31-4173-8ec9-0fa767e89045",ул,Вешних Вод
643,"7e0c7213-7868-47cd-ae6e-0a5666fa05f3",ул,Путейцев
644,"7e0e96fb-5282-46a2-8af8-a378b0001693",ул,Московский тракт
645,"7e3ba9d7-bca8-4456-af1b-0bd5f5f0dae6",ул,Нахимова
646,"7ec87ed4-6812-4f25-87fe-ddf5ec6cf0c7",тракт,Старый Тобольский 14 км
647,"7f1b710d-1812-4a33-969d-f33df6cc8ff7",ул,Некрасова
648,"7f4d731b-7637-4800-9be2-97e3b7b663af",ул,Полевая
649,"7f6b0283-890b-4ef6-9584-b1778e4aec3c",пер,Озерный
650,"7fae084d-c527-4831-8770-e3f648624aa2",ул,Ирбитская
651,"7ffbf85f-dcec-4652-9ded-1f045b3f833d",ул,Василия Болотова
652,"801e1b1f-9e44-47d2-8c95-0cf84e586bee",ул,Мартовская
653,"805d80fe-e2ce-4ba6-b6b2-fb46437a2d85",проезд,Армейский
654,"80744096-80e4-4690-955e-719185c1e45b",ул,Туринская
655,"80d9e829-8a94-4ac2-9bf3-cb1c24efc3e6",ул,Ставропольская
656,"817c2e25-5b18-4dc2-9ded-5228d05c37dd",ул,Песьяная
657,"819af246-4a81-4112-b372-423a1c3ee1ab",ул,"6-я Северная"
658,"81a27ecc-4eb3-43e3-bd09-96a4fe678c02",ул,Аромашевская
659,"81a3ed59-f3ed-4aa4-b5bc-c84dba51bdf3",проезд,Керченский
660,"81a46d6e-433e-4e6e-84ab-cef1b51f002e",ул,Степана Колокольникова
661,"81c48305-7378-4f1b-858a-c3200e9b527c",ул,Купцов Кухтериных
662,"83423a2f-5c0f-443d-9526-c4ffb7c1bdb8",ул,Андрея Туполева
663,"8382d9d8-2b48-4614-9887-696e435109b4",ул,"1-я Новая"
664,"838b9d67-ddbc-40d7-9f30-79db31fd7988",ул,Попова
665,"83bf7ff6-08d7-4a3f-b876-77fc1ecc0e0c",пер,Тихоокеанский
666,"841a11ac-7027-416a-ac5a-22f3684290ce",ул,Фабричная
667,"84363cd2-e2f3-40ad-b8d6-6d3e02869654",ул,Мурманская
668,"84376d2c-95d4-4317-b515-f1512849ac3c",ул,Бориса Таныгина
669,"850537e4-31d7-4a81-8a1e-a27c80e610e7",ул,Нижневартовская
670,"85267c9e-ffaa-4067-b8c0-200d1a33bc33",тракт,Велижанский 7 км
671,"858e7c3c-da81-4755-97a4-6528f77bf923",тракт,Салаирский 20 км
672,"8598e80a-2ac9-4f55-a733-aced5942e7fe",ул,Мусоргского
673,"85ee2eea-1063-43af-9d2f-842aa9872a3a",ул,Мира
674,"866bd256-8242-4722-ba25-62281343a29f",пер,Туринский
675,"868d8890-58a9-4645-927b-e3137e594eea",ул,"3-я Элеваторная"
676,"86e96a41-a96a-42ff-a4f6-84ed6df8cffd",ул,Ермака
677,"87234d80-4098-40c0-adb2-fc83ef237a5f",ул,"30 лет Победы"
678,"877188c9-9e45-40ca-a74d-bb9e0094e28e",ул,Семёна Дежнева
679,"87d2f2a5-f2d7-4016-bcc9-efc3b47d0196",ул,Заводская
680,"88092582-7af3-4bb2-b51b-afead37669d2",пер,"5-й Степной"
681,"88142503-2a12-4009-bd84-b97e4b518dee",ул,Изумрудная
682,"8834ad33-41ff-4850-b984-fe1530bb58ce",ул,"8 Марта"
683,"88429917-1216-4040-877a-acda8bc95bd5",ул,Тимофея Чаркова
684,"885419d3-94d0-406e-9ff6-662ca440d52e",тракт,Велижанский 12 км
685,"887d1842-c9a1-4da2-8042-f00334ec12e3",ул,Деревенская
686,"88d2a15e-756f-412c-b9be-e6fac9afba57",ул,Халиуллы Валеева
687,"890d05fd-0943-4a17-a307-34ec88f3eed0",ул,Партизанская
688,"892e6553-4bdd-4961-a3c8-295b8402d3c2",ул,Осипенко
689,"892f1217-2170-45ac-960e-f98629fe0b96",ул,Комбинатская
690,"89489ab8-d049-4547-ba16-56c5df979fc1",ул,Знаменская
691,"89517841-5df3-4668-b90c-e84914de6c25",ул,Лиственная
692,"89544c54-cb1c-4ba7-8869-010918e908c6",тракт,Московский 4 км
693,"89fc13e5-8c15-4abd-afa9-e2d6eb6e7de6",ул,Тундровая
694,"8a0621de-d0bd-4125-8f48-e2927e665928",ул,Брянская
